date,region_code,region,cases,deceased,tests,positive_tests,test_positivity,active_hospital_admissions,active_icu,population,acum14_cases,acum14_cases_per_100k,acum14_positive_tests,acum14_positive_tests_per_100k,acum7_positive_tests,acum7_positive_tests_per_100k,test_positivity_rate7,test_positivity_rate14,test7_av,acum14_deceased_per_1M,hosp14_average,aver14_positive_tests
2021-01-06,3,Eivissa,,,,30,,22,8,147914,,,561,"379,27",360,"243,38","15,21%","12,27%",,,"66,35714286","40,07142857"
2021-01-06,4,Formentera,,,,0,,,,12111,,,33,"272,48",8,"66,06","9,30%",,,,,
2021-01-07,0,Illes_Balears,555,2,5781,726,"12,56%",339,104,1149460,7284,"633,69",6632,"576,97",3331,"289,79","10,30%","10,09%",4621,"25,23","513,7142857","473,7142857"
2021-01-07,1,Mallorca,,,,488,,308,93,896038,,,5471,"610,58",2658,"296,64","9,99%","10,19%",,,"427,5714286","390,7857143"
2021-01-07,2,Menorca,,,,45,,4,4,93397,,,224,"239,84",137,"146,69","8,56%","6,29%",,,"12,85714286",16
2021-01-07,3,Eivissa,,,,174,,27,7,147914,,,715,"483,39",445,"300,85","18,22%","14,72%",,,"73,28571429","51,07142857"
2021-01-07,4,Formentera,,,,4,,,,12111,,,24,"198,17",7,"57,80","8,97%",,,,,
2021-01-08,0,Illes_Balears,676,6,5134,586,"11,41%",334,107,1149460,7083,"616,20",6959,"605,41",3646,"317,19","10,48%","10,21%",4968,"27,84","521,9285714","497,0714286"
2021-01-08,1,Mallorca,,,,420,,305,96,896038,,,5643,"629,77",2820,"314,72","10,07%","10,26%",,,"427,6428571","403,0714286"
2021-01-08,2,Menorca,,,,21,,3,4,93397,,,244,"261,25",157,"168,10","7,73%","6,13%",,,"13,71428571","17,42857143"
2021-01-08,3,Eivissa,,,,131,,26,7,147914,,,842,"569,25",568,"384,01","19,21%","15,65%",,,"80,57142857","60,14285714"
2021-01-08,4,Formentera,,,,1,,,,12111,,,25,"206,42",8,"66,06","9,52%",,,,,
2021-01-09,0,Illes_Balears,530,0,5327,525,"9,86%",349,109,1149460,7613,"662,31",7009,"609,76",3747,"325,98","10,29%","10,30%",5201,"27,84","530,5714286","500,6428571"
2021-01-09,1,Mallorca,,,,340,,315,97,896038,,,5551,"619,50",2832,"316,06","9,66%","10,17%",,,"427,7142857","396,5"
2021-01-09,2,Menorca,,,,19,,5,4,93397,,,252,"269,82",160,"171,31","8,10%","6,53%",,,"14,71428571",18
2021-01-09,3,Eivissa,,,,149,,29,8,147914,,,967,"653,76",655,"442,82","19,51%","16,52%",,,"88,14285714","69,07142857"
2021-01-09,4,Formentera,,,,1,,,,12111,,,26,"214,68",9,"74,31","9,18%",,,,,
2021-01-10,0,Illes_Balears,483,2,3013,445,"14,77%",375,112,1149460,7450,"648,13",7109,"618,46",3846,"334,59","10,61%","10,57%",5177,"27,84","538,8571429","507,7857143"
2021-01-10,1,Mallorca,,,,347,,337,100,896038,,,5578,"622,52",2865,"319,74","9,85%","10,37%",,,"426,5714286","398,4285714"
2021-01-10,2,Menorca,,,,20,,6,4,93397,,,268,"286,95",176,"188,44","8,72%","7,00%",,,"16,07142857","19,14285714"
2021-01-10,3,Eivissa,,,,65,,32,8,147914,,,1027,"694,32",701,"473,92","20,49%","17,25%",,,"96,21428571","73,35714286"
2021-01-10,4,Formentera,,,,1,,,,12111,,,27,"222,94",9,"74,31","9,09%",,,,,
2021-01-11,0,Illes_Balears,541,7,5211,659,"12,65%",371,113,1149460,7390,"642,91",7270,"632,47",3929,"341,81","10,93%","10,87%",5134,"31,32","546,7857143","519,2857143"
2021-01-11,1,Mallorca,,,,469,,328,101,896038,,,5631,"628,43",2876,"320,97","10,09%","10,59%",,,"424,8571429","402,2142857"
2021-01-11,2,Menorca,,,,37,,7,4,93397,,,277,"296,58",170,"182,02","7,90%","7,02%",,,"17,14285714","19,78571429"
2021-01-11,3,Eivissa,,,,139,,36,8,147914,,,1137,"768,69",781,"528,01","21,61%","18,28%",,,"104,7857143","81,21428571"
2021-01-11,4,Formentera,,,,1,,,,12111,,,24,"198,17",9,"74,31","9,09%",,,,,
2021-01-12,0,Illes_Balears,731,5,4788,688,"14,37%",361,115,1149460,7573,"658,83",7369,"641,08",3962,"344,68","12,12%","11,13%",4671,"32,19","553,0714286","526,3571429"
2021-01-12,1,Mallorca,,,,389,,315,101,896038,,,5521,"616,16",2735,"305,23","10,83%","10,58%",,,"421,8571429","394,3571429"
2021-01-12,2,Menorca,,,,48,,8,5,93397,,,316,"338,34",200,"214,14","8,71%","7,65%",,,"18,07142857","22,57142857"
2021-01-12,3,Eivissa,,,,235,,38,9,147914,,,1317,"890,38",923,"624,01","25,61%","20,45%",,,"113,1428571","94,07142857"
2021-01-12,4,Formentera,,,,3,,,,12111,,,22,"181,65",11,"90,83","12,09%",,,,,
2021-01-13,0,Illes_Balears,684,4,5505,643,"11,68%",360,116,1149460,7661,"666,49",7456,"648,65",4272,"371,65","12,29%","11,30%",4966,"32,19","559,7857143","532,5714286"
2021-01-13,1,Mallorca,,,,324,,302,102,896038,,,5390,"601,54",2777,"309,92","10,64%","10,45%",,,"419,5",385
2021-01-13,2,Menorca,,,,48,,10,5,93397,,,350,"374,74",238,"254,83","9,42%","8,49%",,,"18,92857143",25
2021-01-13,3,Eivissa,,,,256,,48,9,147914,,,1509,"1020,19",1149,"776,80","25,41%","21,91%",,,"121,3571429","107,7857143"
2021-01-13,4,Formentera,,,,3,,,,12111,,,22,"181,65",14,"115,60","12,84%",,,,,
2021-01-14,0,Illes_Balears,703,1,4793,636,"13,27%",368,120,1149460,8364,"727,65",7513,"653,61",4182,"363,82","12,38%","11,36%",4824,"33,06","565,6428571","536,6428571"
2021-01-14,1,Mallorca,,,,337,,303,104,896038,,,5284,"589,71",2626,"293,07","10,49%","10,23%",,,417,"377,4285714"
2021-01-14,2,Menorca,,,,47,,10,5,93397,,,377,"403,65",240,"256,97","9,14%","8,92%",,,"19,57142857","26,92857143"
2021-01-14,3,Eivissa,,,,226,,55,11,147914,,,1646,"1112,81",1201,"811,96","26,32%","23,49%",,,"129,0714286","117,5714286"
2021-01-14,4,Formentera,,,,12,,,,12111,,,29,"239,45",22,"181,65","21,57%",,,,,
2021-01-15,0,Illes_Balears,673,2,5509,557,"10,11%",381,126,1149460,8043,"699,72",7799,"678,49",4153,"361,30","12,16%","11,32%",4878,"29,58","568,7857143","557,0714286"
2021-01-15,1,Mallorca,,,,279,,313,108,896038,,,5305,"592,05",2485,"277,33","9,98%","10,03%",,,"412,6428571","378,9285714"
2021-01-15,2,Menorca,,,,48,,9,5,93397,,,424,"453,98",267,"285,88","9,52%","8,77%",,,"20,35714286","30,28571429"
2021-01-15,3,Eivissa,,,,206,,59,13,147914,,,1844,"1246,67",1276,"862,66","26,45%","23,70%",,,"135,7857143","131,7142857"
2021-01-15,4,Formentera,,,,10,,,,12111,,,39,"322,02",31,"255,97","24,80%",,,,,
2021-01-16,0,Illes_Balears,472,1,5317,542,"10,19%",411,122,1149460,8515,"740,78",7917,"688,76",4170,"362,78","12,22%","11,22%",4877,"30,45","569,7857143","565,5"
2021-01-16,1,Mallorca,,,,303,,334,105,896038,,,5280,"589,26",2448,"273,20","10,18%","9,89%",,,"406,6428571","377,1428571"
2021-01-16,2,Menorca,,,,23,,9,5,93397,,,431,"461,47",271,"290,16","9,10%","8,70%",,,"21,14285714","30,78571429"
2021-01-16,3,Eivissa,,,,201,,68,12,147914,,,1983,"1340,64",1328,"897,82","24,32%","22,49%",,,142,"141,6428571"
2021-01-16,4,Formentera,,,,3,,,,12111,,,42,"346,79",33,"272,48","25,98%",,,,,
2021-01-17,0,Illes_Balears,441,7,4861,350,"7,20%",439,125,1149460,8086,"703,46",7921,"689,11",4075,"354,51","11,32%","10,97%",5141,"35,67","569,9285714","565,7857143"
2021-01-17,1,Mallorca,,,,217,,359,107,896038,,,5183,"578,44",2318,"258,69","9,81%","9,83%",,,400,"370,2142857"
2021-01-17,2,Menorca,,,,16,,6,5,93397,,,443,"474,32",267,"285,88","8,66%","8,68%",,,"22,21428571","31,64285714"
2021-01-17,3,Eivissa,,,,105,,74,13,147914,,,2069,"1398,79",1368,"924,86","17,91%","18,71%",,,"147,7142857","147,7857143"
2021-01-17,4,Formentera,,,,2,,,,12111,,,43,"355,05",34,"280,74","25,37%",,,,,
2021-01-18,0,Illes_Balears,577,10,5995,546,"9,11%",446,124,1149460,8163,"710,16",7891,"686,50",3962,"344,68","10,78%","10,85%",5253,"40,89","568,3571429","563,6428571"
2021-01-18,1,Mallorca,,,,293,,350,107,896038,,,5018,"560,02",2142,"239,05","9,30%","9,73%",,,"392,8571429","358,4285714"
2021-01-18,2,Menorca,,,,29,,9,4,93397,,,429,"459,33",259,"277,31","8,51%","8,26%",,,"22,85714286","30,64285714"
2021-01-18,3,Eivissa,,,,193,,87,13,147914,,,2203,"1489,38",1422,"961,37","15,87%","17,52%",,,"152,6428571","157,3571429"
2021-01-18,4,Formentera,,,,20,,,,12111,,,62,"511,93",53,"437,62","28,49%",,,,,
2021-01-19,0,Illes_Balears,612,10,7584,776,"10,23%",437,125,1149460,8775,"763,40",8012,"697,02",4050,"352,34","10,24%","11,09%",5652,"49,59","566,6428571","572,2857143"
2021-01-19,1,Mallorca,,,,291,,330,106,896038,,,4779,"533,35",2044,"228,12","8,71%","9,81%",,,"386,4285714","341,3571429"
2021-01-19,2,Menorca,,,,49,,12,3,93397,,,460,"492,52",260,"278,38","8,02%","8,31%",,,"23,28571429","32,85714286"
2021-01-19,3,Eivissa,,,,404,,95,16,147914,,,2514,"1699,64",1591,"1075,63","14,38%","17,14%",,,"156,9285714","179,5714286"
2021-01-19,4,Formentera,,,,12,,,,12111,,,73,"602,76",62,"511,93","28,31%",,,,,
2021-01-20,0,Illes_Balears,638,1,5781,513,"8,87%",451,128,1149460,8316,"723,47",8192,"712,68",3920,"341,03","9,84%","10,98%",5691,"50,46","561,9285714","585,1428571"
2021-01-20,1,Mallorca,,,,203,,334,108,896038,,,4700,"524,53",1923,"214,61","8,44%","9,62%",,,"378,1428571","335,7142857"
2021-01-20,2,Menorca,,,,39,,13,3,93397,,,489,"523,57",251,"268,75","7,61%","8,39%",,,"23,5","34,92857143"
2021-01-20,3,Eivissa,,,,246,,104,17,147914,,,2730,"1845,67",1581,"1068,86","13,20%","16,55%",,,"160,2857143",195
2021-01-20,4,Formentera,,,,17,,,,12111,,,90,"743,13",76,"627,53","29,69%",,,,,
2021-01-21,0,Illes_Balears,624,5,6711,714,"10,64%",444,123,1149460,8385,"729,47",8180,"711,64",3998,"347,82","9,57%","10,83%",5965,"53,07","554,7857143","584,2857143"
2021-01-21,1,Mallorca,,,,277,,315,104,896038,,,4489,"500,98",1863,"207,92","8,13%","9,36%",,,"369,2142857","320,6428571"
2021-01-21,2,Menorca,,,,31,,14,3,93397,,,475,"508,58",235,"251,61","6,95%","7,91%",,,"23,71428571","33,92857143"
2021-01-21,3,Eivissa,,,,372,,115,16,147914,,,2928,"1979,53",1727,"1167,57","12,69%","16,12%",,,"161,8571429","209,1428571"
2021-01-21,4,Formentera,,,,15,,,,12111,,,101,"833,95",79,"652,30","24,23%",,,,,
2021-01-22,0,Illes_Balears,687,5,6448,733,"11,37%",431,125,1149460,8396,"730,43",8327,"724,43",4174,"363,13","9,78%","10,84%",6100,"52,20","546,2142857","594,7857143"
2021-01-22,1,Mallorca,,,,289,,298,104,896038,,,4358,"486,36",1873,"209,03","8,17%","9,11%",,,"360,0714286","311,2857143"
2021-01-22,2,Menorca,,,,51,,14,5,93397,,,505,"540,70",238,"254,83","6,90%","8,07%",,,"23,78571429","36,07142857"
2021-01-22,3,Eivissa,,,,372,,119,16,147914,,,3169,"2142,46",1893,"1279,80","13,04%","16,39%",,,"162,3571429","226,3571429"
2021-01-22,4,Formentera,,,,10,,,,12111,,,110,"908,27",79,"652,30","22,44%",,,,,
2021-01-23,0,Illes_Balears,544,4,4869,446,"9,16%",453,126,1149460,8410,"731,65",8248,"717,55",4078,"354,78","9,65%","10,80%",6036,"55,68","536,4285714","589,1428571"
2021-01-23,1,Mallorca,,,,186,,309,104,896038,,,4204,"469,18",1756,"195,97","8,04%","9,16%",,,"350,7857143","300,2857143"
2021-01-23,2,Menorca,,,,22,,18,5,93397,,,508,"543,91",237,"253,76","6,76%","7,84%",,,"23,57142857","36,28571429"
2021-01-23,3,Eivissa,,,,222,,126,17,147914,,,3242,"2191,81",1914,"1294,00","12,67%","15,77%",,,"162,0714286","231,5714286"
2021-01-23,4,Formentera,,,,8,,,,12111,,,117,"966,06",84,"693,58","22,40%",,,,,
2021-01-24,0,Illes_Balears,391,4,4403,196,"4,45%",476,127,1149460,8318,"723,64",7999,"695,89",3924,"341,38","9,39%","10,28%",5970,"57,42","524,5714286","571,3571429"
2021-01-24,1,Mallorca,,,,158,,317,104,896038,,,4015,"448,08",1697,"189,39","7,79%","8,84%",,,"340,5","286,7857143"
2021-01-24,2,Menorca,,,,2,,23,6,93397,,,490,"524,64",223,"238,77","6,66%","7,62%",,,"22,78571429",35
2021-01-24,3,Eivissa,,,,35,,136,17,147914,,,3212,"2171,53",1844,"1246,67","12,47%","14,32%",,,"161,2857143","229,4285714"
2021-01-24,4,Formentera,,,,0,,,,12111,,,116,"957,81",82,"677,07","22,22%",,,,,
2021-01-25,0,Illes_Balears,449,6,6240,591,"9,47%",460,135,1149460,8226,"715,64",7931,"689,98",3969,"345,29","9,44%","10,06%",6005,"56,55","510,7857143","566,5"
2021-01-25,1,Mallorca,,,,178,,295,110,896038,,,3724,"415,61",1582,"176,56","7,44%","8,41%",,,"329,9285714",266
2021-01-25,2,Menorca,,,,42,,19,7,93397,,,495,"530,00",236,"252,68","7,08%","7,77%",,,"21,85714286","35,35714286"
2021-01-25,3,Eivissa,,,,325,,146,18,147914,,,3398,"2297,28",1976,"1335,91","12,82%","13,94%",,,159,"242,7142857"
2021-01-25,4,Formentera,,,,27,,,,12111,,,142,"1172,49",89,"734,87","19,96%",,,,,
2021-01-26,0,Illes_Balears,526,8,6032,532,"8,82%",428,136,1149460,8021,"697,81",7775,"676,40",3725,"324,07","9,20%","9,71%",5783,"59,16","497,0714286","555,3571429"
2021-01-26,1,Mallorca,,,,246,,265,109,896038,,,3581,"399,65",1537,"171,53","7,41%","8,10%",,,"320,0714286","255,7857143"
2021-01-26,2,Menorca,,,,25,,19,7,93397,,,472,"505,37",212,"226,99","6,82%","7,44%",,,"20,85714286","33,71428571"
2021-01-26,3,Eivissa,,,,237,,144,20,147914,,,3400,"2298,63",1809,"1223,01","12,41%","13,26%",,,"156,1428571","242,8571429"
2021-01-26,4,Formentera,,,,9,,,,12111,,,148,"1222,03",86,"710,10","19,46%",,,,,
2021-01-27,0,Illes_Balears,517,8,5570,344,"6,18%",437,133,1149460,7854,"683,28",7476,"650,39",3556,"309,36","8,83%","9,33%",5753,"62,64","481,8571429",534
2021-01-27,1,Mallorca,,,,142,,267,104,896038,,,3399,"379,34",1476,"164,73","7,02%","7,76%",,,"309,5","242,7857143"
2021-01-27,2,Menorca,,,,18,,20,7,93397,,,442,"473,25",191,"204,50","6,06%","6,85%",,,"19,85714286","31,57142857"
2021-01-27,3,Eivissa,,,,176,,150,22,147914,,,3320,"2244,55",1739,"1175,68","12,37%","12,75%",,,"152,5","237,1428571"
2021-01-27,4,Formentera,,,,1,,,,12111,,,146,"1205,52",70,"577,99","17,20%",,,,,
2021-01-28,0,Illes_Balears,472,6,5335,425,"7,97%",437,133,1149460,7623,"663,18",7265,"632,04",3267,"284,22","8,40%","9,01%",5557,"66,99","464,7142857","518,9285714"
2021-01-28,1,Mallorca,,,,185,,266,106,896038,,,3247,"362,37",1384,"154,46","6,73%","7,47%",,,"297,4285714","231,9285714"
2021-01-28,2,Menorca,,,,26,,17,7,93397,,,421,"450,76",186,"199,15","5,84%","6,41%",,,"18,92857143","30,07142857"
2021-01-28,3,Eivissa,,,,200,,154,20,147914,,,3294,"2226,97",1567,"1059,40","12,02%","12,36%",,,"148,3571429","235,2857143"
2021-01-28,4,Formentera,,,,7,,,,12111,,,141,"1164,23",62,"511,93","16,99%",,,,,
2021-01-29,0,Illes_Balears,358,7,5281,293,"5,55%",414,137,1149460,7308,"635,78",7001,"609,07",2827,"245,94","7,49%","8,70%",5390,"71,34","446,8571429","500,0714286"
2021-01-29,1,Mallorca,,,,127,,252,108,896038,,,3095,"345,41",1222,"136,38","6,27%","7,29%",,,"284,7857143","221,0714286"
2021-01-29,2,Menorca,,,,19,,17,8,93397,,,392,"419,71",154,"164,89","5,46%","6,25%",,,"17,78571429",28
2021-01-29,3,Eivissa,,,,134,,145,21,147914,,,3222,"2178,29",1329,"898,50","10,08%","11,63%",,,"144,2857143","230,1428571"
2021-01-29,4,Formentera,,,,3,,,,12111,,,134,"1106,43",55,"454,13","15,67%",,,,,
2021-01-30,0,Illes_Balears,295,4,5626,337,"5,99%",412,135,1149460,7131,"620,38",6796,"591,23",2718,"236,46","7,06%","8,42%",5498,"73,95","429,1428571","485,4285714"
2021-01-30,1,Mallorca,,,,135,,249,106,896038,,,2927,"326,66",1171,"130,69","5,91%","7,03%",,,"272,1428571","209,0714286"
2021-01-30,2,Menorca,,,,16,,18,7,93397,,,385,"412,22",148,"158,46","5,54%","6,23%",,,"16,64285714","27,5"
2021-01-30,3,Eivissa,,,,179,,145,22,147914,,,3200,"2163,42",1286,"869,42","9,35%","11,09%",,,"140,3571429","228,5714286"
2021-01-30,4,Formentera,,,,2,,,,12111,,,133,"1098,18",49,"404,59","14,41%",,,,,
2021-01-31,0,Illes_Balears,262,2,2888,139,"4,81%",427,139,1149460,6952,"604,81",6585,"572,88",2661,"231,50","7,20%","8,36%",5282,"69,60","409,7857143","470,3571429"
2021-01-31,1,Mallorca,,,,95,,264,109,896038,,,2805,"313,04",1108,"123,66","5,72%","6,82%",,,"258,1428571","200,3571429"
2021-01-31,2,Menorca,,,,1,,20,6,93397,,,370,"396,16",147,"157,39","5,68%","6,23%",,,"15,42857143","26,42857143"
2021-01-31,3,Eivissa,,,,34,,143,24,147914,,,3129,"2115,42",1285,"868,75","10,01%","11,33%",,,"136,2142857","223,5"
2021-01-31,4,Formentera,,,,0,,,,12111,,,131,"1081,66",49,"404,59","14,41%",,,,,
2021-02-01,0,Illes_Balears,216,7,5387,297,"5,51%",410,138,1149460,6591,"573,40",6336,"551,22",2367,"205,92","6,55%","8,11%",5160,"66,99","390,8571429","452,5714286"
2021-02-01,1,Mallorca,,,,98,,252,105,896038,,,2610,"291,28",1028,"114,73","5,37%","6,46%",,,"244,5714286","186,4285714"
2021-02-01,2,Menorca,,,,31,,15,7,93397,,,372,"398,30",136,"145,61","5,46%","6,39%",,,"14,42857143","26,57142857"
2021-02-01,3,Eivissa,,,,154,,143,26,147914,,,3090,"2089,05",1114,"753,14","8,92%","11,07%",,,"131,8571429","220,7142857"
2021-02-01,4,Formentera,,,,6,,,,12111,,,117,"966,06",28,"231,19","12,07%",,,,,
2021-02-02,0,Illes_Balears,321,6,5193,318,"6,12%",399,139,1149460,6300,"548,08",5878,"511,37",2153,"187,31","6,10%","7,76%",5040,"63,51",371,"419,8571429"
2021-02-02,1,Mallorca,,,,130,,239,107,896038,,,2449,"273,31",912,"101,78","4,80%","6,16%",,,"230,6428571","174,9285714"
2021-02-02,2,Menorca,,,,19,,14,7,93397,,,342,"366,18",130,"139,19","4,93%","5,95%",,,"13,5","24,42857143"
2021-02-02,3,Eivissa,,,,161,,146,25,147914,,,2847,"1924,77",1038,"701,76","8,92%","10,86%",,,"126,8571429","203,3571429"
2021-02-02,4,Formentera,,,,2,,,,12111,,,107,"883,49",21,"173,40","9,59%",,,,,
2021-02-03,0,Illes_Balears,316,8,4669,227,"4,86%",373,140,1149460,5978,"520,07",5592,"486,49",2036,"177,13","5,92%","7,49%",4911,"69,60","351,2857143","399,4285714"
2021-02-03,1,Mallorca,,,,106,,218,108,896038,,,2352,"262,49",876,"97,76","4,71%","5,94%",,,"217,1428571",168
2021-02-03,2,Menorca,,,,18,,12,7,93397,,,321,"343,69",130,"139,19","5,34%","5,75%",,,"12,57142857","22,92857143"
2021-02-03,3,Eivissa,,,,96,,143,25,147914,,,2697,"1823,36",958,"647,67","8,44%","10,62%",,,"121,5714286","192,6428571"
2021-02-03,4,Formentera,,,,2,,,,12111,,,92,"759,64",22,"181,65","10,05%",,,,,
2021-02-04,0,Illes_Balears,241,5,4539,164,"3,61%",335,132,1149460,5595,"486,75",5042,"438,64",1775,"154,42","5,29%","6,96%",4798,"69,60","334,3571429","360,1428571"
2021-02-04,1,Mallorca,,,,84,,193,101,896038,,,2159,"240,95",775,"86,49","4,29%","5,59%",,,"205,7142857","154,2142857"
2021-02-04,2,Menorca,,,,3,,13,7,93397,,,293,"313,71",107,"114,56","4,94%","5,48%",,,"11,57142857","20,92857143"
2021-02-04,3,Eivissa,,,,69,,129,24,147914,,,2394,"1618,51",827,"559,11","7,27%","9,81%",,,"117,0714286",171
2021-02-04,4,Formentera,,,,2,,,,12111,,,79,"652,30",17,"140,37","9,34%",,,,,
2021-02-05,0,Illes_Balears,210,4,4412,184,"4,17%",309,127,1149460,5118,"445,25",4493,"390,88",1666,"144,94","5,09%","6,38%",4673,"68,73","318,6428571","320,9285714"
2021-02-05,1,Mallorca,,,,66,,179,95,896038,,,1936,"216,06",714,"79,68","4,05%","5,21%",,,"194,8571429","138,2857143"
2021-02-05,2,Menorca,,,,3,,13,7,93397,,,245,"262,32",91,"97,43","4,29%","4,96%",,,"10,57142857","17,5"
2021-02-05,3,Eivissa,,,,109,,117,25,147914,,,2131,"1440,70",802,"542,21","7,26%","8,79%",,,"113,2142857","152,2142857"
2021-02-05,4,Formentera,,,,1,,,,12111,,,70,"577,99",15,"123,85","9,15%",,,,,
2021-02-06,0,Illes_Balears,0,0,5101,152,"2,98%",317,125,1149460,4574,"397,93",4199,"365,30",1481,"128,84","4,60%","5,94%",4598,"65,25","302,5","299,9285714"
2021-02-06,1,Mallorca,,,,85,,188,95,896038,,,1835,"204,79",664,"74,10","3,71%","4,86%",,,"183,5714286","131,0714286"
2021-02-06,2,Menorca,,,,5,,13,7,93397,,,228,"244,12",80,"85,66","4,13%","4,94%",,,"9,571428571","16,28571429"
2021-02-06,3,Eivissa,,,,59,,116,23,147914,,,1968,"1330,50",682,"461,08","6,52%","8,13%",,,"109,3571429","140,5714286"
2021-02-06,4,Formentera,,,,0,,,,12111,,,62,"511,93",13,"107,34","9,15%",,,,,
2021-02-07,0,Illes_Balears,289,5,3105,56,"1,80%",318,119,1149460,4472,"389,05",4059,"353,12",1398,"121,62","4,31%","5,85%",4629,"66,12","286,8571429","289,9285714"
2021-02-07,1,Mallorca,,,,41,,187,90,896038,,,1718,"191,73",610,"68,08","3,46%","4,64%",,,"172,9285714","122,7142857"
2021-02-07,2,Menorca,,,,2,,12,6,93397,,,228,"244,12",81,"86,73","4,04%","4,97%",,,"8,714285714","16,28571429"
2021-02-07,3,Eivissa,,,,9,,119,23,147914,,,1942,"1312,93",657,"444,18","6,05%","8,20%",,,"105,2142857","138,7142857"
2021-02-07,4,Formentera,,,,0,,,,12111,,,62,"511,93",13,"107,34","9,29%",,,,,
2021-02-08,0,Illes_Balears,165,6,3710,139,"3,75%",287,115,1149460,4188,"364,34",3607,"313,80",1240,"107,88","4,04%","5,40%",4390,"66,12","272,8571429","257,6428571"
2021-02-08,1,Mallorca,,,,68,,174,83,896038,,,1608,"179,46",580,"64,73","3,36%","4,42%",,,"163,2142857","114,8571429"
2021-02-08,2,Menorca,,,,3,,7,6,93397,,,189,"202,36",53,"56,75","2,70%","4,24%",,,"8,071428571","13,5"
2021-02-08,3,Eivissa,,,,62,,106,26,147914,,,1679,"1135,12",565,"381,98","5,88%","7,59%",,,"101,5714286","119,9285714"
2021-02-08,4,Formentera,,,,5,,,,12111,,,40,"330,28",12,"99,08","8,96%",,,,,
2021-02-09,0,Illes_Balears,181,5,4083,186,"4,56%",262,110,1149460,3843,"334,33",3261,"283,70",1108,"96,39","3,74%","5,02%",4231,"63,51","260,0714286","232,9285714"
2021-02-09,1,Mallorca,,,,103,,157,79,896038,,,1465,"163,50",553,"61,72","3,27%","4,08%",,,"154,3571429","104,6428571"
2021-02-09,2,Menorca,,,,8,,7,5,93397,,,172,"184,16",42,"44,97","2,70%","4,10%",,,"7,5","12,28571429"
2021-02-09,3,Eivissa,,,,72,,98,26,147914,,,1514,"1023,57",476,"321,81","5,14%","7,24%",,,"98,21428571","108,1428571"
2021-02-09,4,Formentera,,,,2,,,,12111,,,33,"272,48",12,"99,08","9,30%",,,,,
2021-02-10,0,Illes_Balears,162,6,3485,104,"2,98%",254,103,1149460,3488,"303,45",3021,"262,82",985,"85,69","3,46%","4,81%",4062,"61,77","248,2142857","215,7857143"
2021-02-10,1,Mallorca,,,,76,,148,75,896038,,,1399,"156,13",523,"58,37","3,21%","4,01%",,,"146,5","99,92857143"
2021-02-10,2,Menorca,,,,3,,8,5,93397,,,157,"168,10",27,"28,91","1,85%","4,03%",,,"6,857142857","11,21428571"
2021-02-10,3,Eivissa,,,,25,,98,23,147914,,,1363,"921,48",405,"273,81","4,61%","6,77%",,,"94,85714286","97,35714286"
2021-02-10,4,Formentera,,,,0,,,,12111,,,32,"264,22",10,"82,57","8,70%",,,,,
2021-02-11,0,Illes_Balears,140,5,4200,113,"2,69%",233,97,1149460,3156,"274,56",2709,"235,68",934,"81,26","3,32%","4,39%",4014,"60,90","237,2142857","193,5"
2021-02-11,1,Mallorca,,,,59,,135,68,896038,,,1273,"142,07",498,"55,58","2,95%","3,64%",,,"139,5","90,92857143"
2021-02-11,2,Menorca,,,,5,,6,5,93397,,,136,"145,61",29,"31,05","1,99%","3,76%",,,"6,357142857","9,714285714"
2021-02-11,3,Eivissa,,,,44,,92,24,147914,,,1207,"816,01",380,"256,91","4,85%","6,28%",,,"91,35714286","86,21428571"
2021-02-11,4,Formentera,,,,1,,,,12111,,,26,"214,68",9,"74,31","7,76%",,,,,
2021-02-12,0,Illes_Balears,132,5,3544,145,"4,09%",204,97,1149460,2930,"254,90",2561,"222,80",895,"77,86","3,29%","4,27%",3890,"59,16","226,7142857","182,9285714"
2021-02-12,1,Mallorca,,,,98,,116,67,896038,,,1244,"138,83",530,"59,15","3,09%","3,57%",,,"133,0714286","88,85714286"
2021-02-12,2,Menorca,,,,2,,4,5,93397,,,119,"127,41",28,"29,98","2,13%","3,47%",,,6,"8,5"
2021-02-12,3,Eivissa,,,,43,,84,25,147914,,,1116,"754,49",314,"212,29","4,69%","6,29%",,,"87,64285714","79,71428571"
2021-02-12,4,Formentera,,,,2,,,,12111,,,25,"206,42",10,"82,57","9,35%",,,,,
2021-02-13,0,Illes_Balears,117,4,2682,74,"2,76%",208,91,1149460,2752,"239,42",2298,"199,92",817,"71,08","3,29%","4,03%",3544,"59,16","215,9285714","164,1428571"
2021-02-13,1,Mallorca,,,,52,,116,62,896038,,,1161,"129,57",497,"55,47","3,07%","3,40%",,,"126,8571429","82,92857143"
2021-02-13,2,Menorca,,,,2,,4,5,93397,,,105,"112,42",25,"26,77","1,86%","3,20%",,,"5,642857143","7,5"
2021-02-13,3,Eivissa,,,,19,,88,24,147914,,,956,"646,32",274,"185,24","5,32%","6,12%",,,"83,42857143","68,28571429"
2021-02-13,4,Formentera,,,,0,,,,12111,,,23,"189,91",10,"82,57","9,52%",,,,,
2021-02-14,0,Illes_Balears,112,6,1732,50,"2,89%",206,89,1149460,2602,"226,37",2209,"192,18",811,"70,55","3,46%","3,96%",3348,"62,64","205,7142857","157,7857143"
2021-02-14,1,Mallorca,,,,41,,114,63,896038,,,1107,"123,54",497,"55,47","3,05%","3,26%",,,"120,9285714","79,07142857"
